"","region","country","Control of Corruption","Government Effectiveness","Political Stability and Absence of Violence/Terrorism","Regulatory Quality","Rule of Law","Conflicts","Fatalities","year"
"625",15,113,-0.8615845,-0.4982125,-0.5422166,-0.7593397,-0.5827179,56,0,2021
"626",15,127,-0.5796463,-0.7660425,-1.354283,-0.6391519,-0.5802386,158,488,2018
"627",15,127,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312,370,719,2019
"628",15,127,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312,521,1114,2020
"629",15,127,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312,55,178,2021
"630",15,128,-1.046155,-1.022591,-2.090506,-0.8030536,-0.8808043,1716,5147,2018
"631",15,128,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821,2222,5431,2019
"632",15,128,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821,3344,7760,2020
"633",15,128,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821,521,1422,2021
"634",15,153,-0.0249317,-0.2678156,-0.0929849,-0.1072984,-0.2082493,74,13,2018
"635",15,153,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603,52,4,2019
"636",15,153,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603,94,3,2020
"637",15,153,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603,17,0,2021
"638",15,155,-0.4923064,-1.142948,-0.0768317,-0.8867556,-0.7694784,86,10,2018
"639",15,155,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631,125,13,2019
"640",15,155,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631,81,31,2020
"641",15,155,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631,5,0,2021
"642",15,174,-0.7301584,-1.057791,-0.884303,-0.6515545,-0.5908771,42,5,2018
"643",15,174,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967,29,7,2019
"644",15,174,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967,72,13,2020
"645",15,174,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967,8,0,2021
