"","year","region","country","FatalitiesName","ConflictsName","Fatalities","Conflicts","Control of Corruption","Government Effectiveness","Political Stability and Absence of Violence/Terrorism","Regulatory Quality","Rule of Law"
"487",2019,"South America","Guyana",2,53,2,53,-0.0918997,-0.3860605,-0.2370798,-0.6206163,-0.4313481
"488",2020,"South America","Guyana",5,127,5,127,-0.0918997,-0.3860605,-0.2370798,-0.6206163,-0.4313481
"489",2021,"South America","Guyana",0,4,0,4,-0.0918997,-0.3860605,-0.2370798,-0.6206163,-0.4313481
"490",2018,"South America","Paraguay",2,242,2,242,-0.8388299,-0.5172144,-0.0713127,-0.0752819,-0.523654
"491",2019,"South America","Paraguay",13,584,13,584,-0.8293102,-0.5337567,-0.0019132,-0.203458,-0.5564034
"492",2020,"South America","Paraguay",18,778,18,778,-0.8293102,-0.5337567,-0.0019132,-0.203458,-0.5564034
"493",2021,"South America","Paraguay",7,101,7,101,-0.8293102,-0.5337567,-0.0019132,-0.203458,-0.5564034
"494",2018,"South America","Peru",16,341,16,341,-0.5318839,-0.2454309,-0.2617153,0.4983543,-0.5298474
"495",2019,"South America","Peru",32,752,32,752,-0.4476908,-0.0675457,-0.1417345,0.5639061,-0.4872026
"496",2020,"South America","Peru",41,1232,41,1232,-0.4476908,-0.0675457,-0.1417345,0.5639061,-0.4872026
"497",2021,"South America","Peru",3,170,3,170,-0.4476908,-0.0675457,-0.1417345,0.5639061,-0.4872026
"498",2018,"South America","Suriname",0,32,0,32,-0.2114974,-0.6553037,0.0733391,-0.6514152,-0.0642001
"499",2019,"South America","Suriname",7,12,7,12,-0.3932373,-0.5900614,0.1134033,-0.6795514,-0.0596512
"500",2020,"South America","Suriname",1,39,1,39,-0.3932373,-0.5900614,0.1134033,-0.6795514,-0.0596512
"501",2021,"South America","Suriname",0,4,0,4,-0.3932373,-0.5900614,0.1134033,-0.6795514,-0.0596512
"502",2018,"South America","Uruguay",0,26,0,26,1.259947,0.5582148,1.041839,0.5127553,0.5945194
"503",2019,"South America","Uruguay",3,45,3,45,1.246511,0.6957388,1.045503,0.5094084,0.6212631
"504",2020,"South America","Uruguay",0,44,0,44,1.246511,0.6957388,1.045503,0.5094084,0.6212631
"505",2018,"South America","Venezuela",616,2020,616,2020,-1.470778,-1.581517,-1.31525,-2.363919,-2.322118
"506",2019,"South America","Venezuela",1134,3549,1000,2500,-1.50984,-1.658307,-1.445485,-2.359116,-2.320054
"507",2020,"South America","Venezuela",439,2954,439,2500,-1.50984,-1.658307,-1.445485,-2.359116,-2.320054
"508",2021,"South America","Venezuela",25,272,25,272,-1.50984,-1.658307,-1.445485,-2.359116,-2.320054
"509",2018,"South Asia","Bangladesh",229,1146,229,1146,-0.9051279,-0.7483993,-0.985925,-0.8328668,-0.6402208
"510",2019,"South Asia","Bangladesh",383,1717,383,1717,-0.9938096,-0.7392301,-0.9181735,-0.9289543,-0.6363084
"511",2020,"South Asia","Bangladesh",278,1519,278,1519,-0.9938096,-0.7392301,-0.9181735,-0.9289543,-0.6363084
"512",2021,"South Asia","Bangladesh",32,280,32,280,-0.9938096,-0.7392301,-0.9181735,-0.9289543,-0.6363084
"513",2018,"South Asia","India",1866,15832,1000,2500,-0.1863026,0.2830485,-0.977272,-0.2250376,0.0259461
"514",2019,"South Asia","India",1531,23917,1000,2500,-0.233254,0.1715544,-0.7027684,-0.1605557,-0.0307584
"515",2020,"South Asia","India",1291,18034,1000,2500,-0.233254,0.1715544,-0.7027684,-0.1605557,-0.0307584
"516",2021,"South Asia","India",87,2849,87,2500,-0.233254,0.1715544,-0.7027684,-0.1605557,-0.0307584
"517",2018,"South Asia","Nepal",13,690,13,690,-0.6737257,-0.9023383,-0.5957747,-0.7374361,-0.4781068
"518",2019,"South Asia","Nepal",16,1059,16,1059,-0.6740938,-1.0452,-0.4656303,-0.7013751,-0.5355341
"519",2020,"South Asia","Nepal",20,837,20,837,-0.6740938,-1.0452,-0.4656303,-0.7013751,-0.5355341
"520",2021,"South Asia","Nepal",1,437,1,437,-0.6740938,-1.0452,-0.4656303,-0.7013751,-0.5355341
"521",2018,"South Asia","Pakistan",1094,5799,1000,2500,-0.7908247,-0.6338443,-2.257847,-0.6366072,-0.6729922
"522",2019,"South Asia","Pakistan",1157,7690,1000,2500,-0.8467407,-0.6770047,-2.246336,-0.6444789,-0.6675787
"523",2020,"South Asia","Pakistan",813,8811,813,2500,-0.8467407,-0.6770047,-2.246336,-0.6444789,-0.6675787
"524",2021,"South Asia","Pakistan",131,1146,131,1146,-0.8467407,-0.6770047,-2.246336,-0.6444789,-0.6675787
"525",2018,"South Asia","Sri Lanka",25,555,25,555,-0.3355731,-0.2353793,-0.1367198,-0.1744439,0.0260529
"526",2019,"South Asia","Sri Lanka",304,953,304,953,-0.3194701,-0.1135499,-0.2281242,-0.1843704,-0.0119834
"527",2020,"South Asia","Sri Lanka",35,529,35,529,-0.3194701,-0.1135499,-0.2281242,-0.1843704,-0.0119834
"528",2021,"South Asia","Sri Lanka",1,135,1,135,-0.3194701,-0.1135499,-0.2281242,-0.1843704,-0.0119834
"529",2018,"Southeast Asia","Cambodia",13,78,13,78,-1.325735,-0.568605,0.1112419,-0.4992177,-1.114451
"530",2019,"Southeast Asia","Cambodia",5,98,5,98,-1.302401,-0.5791857,-0.0808967,-0.5688344,-0.9356683
"531",2020,"Southeast Asia","Cambodia",12,131,12,131,-1.302401,-0.5791857,-0.0808967,-0.5688344,-0.9356683
"532",2021,"Southeast Asia","Cambodia",0,13,0,13,-1.302401,-0.5791857,-0.0808967,-0.5688344,-0.9356683
"533",2018,"Southeast Asia","Indonesia",162,797,162,797,-0.251563,0.1798754,-0.5367906,-0.1410355,-0.3150386
"534",2019,"Southeast Asia","Indonesia",219,1358,219,1358,-0.4189961,0.1827407,-0.4812067,-0.0933143,-0.3425302
"535",2020,"Southeast Asia","Indonesia",118,1785,118,1785,-0.4189961,0.1827407,-0.4812067,-0.0933143,-0.3425302
"536",2021,"Southeast Asia","Indonesia",29,156,29,156,-0.4189961,0.1827407,-0.4812067,-0.0933143,-0.3425302
"537",2018,"Southeast Asia","Laos",0,3,0,3,-0.9827906,-0.672724,0.4158941,-0.7752438,-0.8424519
"538",2019,"Southeast Asia","Laos",2,4,2,4,-1.058229,-0.7845454,0.5250729,-0.7132146,-0.9411008
"539",2020,"Southeast Asia","Laos",2,4,2,4,-1.058229,-0.7845454,0.5250729,-0.7132146,-0.9411008
"540",2018,"Southeast Asia","Malaysia",12,175,12,175,0.3140343,1.075348,0.2595588,0.6979557,0.6228108
"541",2019,"Southeast Asia","Malaysia",13,201,13,201,0.2475228,0.9986857,0.1102767,0.6731408,0.5909452
"542",2020,"Southeast Asia","Malaysia",2,85,2,85,0.2475228,0.9986857,0.1102767,0.6731408,0.5909452
"543",2021,"Southeast Asia","Malaysia",1,11,1,11,0.2475228,0.9986857,0.1102767,0.6731408,0.5909452
"544",2018,"Southeast Asia","Myanmar",197,879,197,879,-0.5883577,-1.068652,-1.258713,-0.7442002,-1.032395
"545",2019,"Southeast Asia","Myanmar",1495,1807,1000,1807,-0.6251955,-1.149869,-1.261767,-0.7603928,-1.062784
"546",2020,"Southeast Asia","Myanmar",657,1453,657,1453,-0.6251955,-1.149869,-1.261767,-0.7603928,-1.062784
"547",2021,"Southeast Asia","Myanmar",55,1220,55,1220,-0.6251955,-1.149869,-1.261767,-0.7603928,-1.062784
"548",2018,"Southeast Asia","Philippines",1617,1612,1000,1612,-0.5448732,0.0495094,-1.082172,-0.0565737,-0.4777236
"549",2019,"Southeast Asia","Philippines",1622,1831,1000,1831,-0.5733455,0.0529682,-0.8849657,0.0093082,-0.4773007
"550",2020,"Southeast Asia","Philippines",1448,1664,1000,1664,-0.5733455,0.0529682,-0.8849657,0.0093082,-0.4773007
"551",2021,"Southeast Asia","Philippines",239,242,239,242,-0.5733455,0.0529682,-0.8849657,0.0093082,-0.4773007
"552",2018,"Southeast Asia","Thailand",195,513,195,513,-0.3988422,0.3499596,-0.7901956,0.1005475,0.0230287
"553",2019,"Southeast Asia","Thailand",172,525,172,525,-0.4073985,0.3570563,-0.5375581,0.116105,0.1028816
"554",2020,"Southeast Asia","Thailand",102,989,102,989,-0.4073985,0.3570563,-0.5375581,0.116105,0.1028816
"555",2021,"Southeast Asia","Thailand",5,106,5,106,-0.4073985,0.3570563,-0.5375581,0.116105,0.1028816
"556",2018,"Southeast Asia","Vietnam",3,45,3,45,-0.4854065,-0.0034448,0.1134106,-0.347865,-0.00354
"557",2019,"Southeast Asia","Vietnam",1,58,1,58,-0.5138411,0.0390768,0.1318749,-0.2623483,-0.0168988
"558",2020,"Southeast Asia","Vietnam",4,20,4,20,-0.5138411,0.0390768,0.1318749,-0.2623483,-0.0168988
"559",2018,"Southern Africa","Botswana",1,9,1,9,0.7486417,0.3334411,0.9779608,0.453949,0.4660194
"560",2019,"Southern Africa","Botswana",0,12,0,12,0.7078156,0.429048,1.011297,0.3700964,0.4984392
"561",2020,"Southern Africa","Botswana",7,12,7,12,0.7078156,0.429048,1.011297,0.3700964,0.4984392
"562",2018,"Southern Africa","eSwatini",0,8,0,8,-0.2176961,-0.6599468,-0.3645701,-0.6154431,-0.2486529
"563",2019,"Southern Africa","eSwatini",3,31,3,31,-0.4876726,-0.678317,-0.3785959,-0.6122774,-0.5018827
"564",2020,"Southern Africa","eSwatini",5,33,5,33,-0.4876726,-0.678317,-0.3785959,-0.6122774,-0.5018827
"565",2021,"Southern Africa","eSwatini",2,5,2,5,-0.4876726,-0.678317,-0.3785959,-0.6122774,-0.5018827
"566",2018,"Southern Africa","Lesotho",0,3,0,3,-0.1029647,-0.8609057,-0.1699952,-0.4996915,-0.3367751
"567",2019,"Southern Africa","Lesotho",5,10,5,10,-0.0273043,-0.8322617,-0.3546657,-0.5356036,-0.3805971
"568",2020,"Southern Africa","Lesotho",3,21,3,21,-0.0273043,-0.8322617,-0.3546657,-0.5356036,-0.3805971
"569",2021,"Southern Africa","Lesotho",0,1,0,1,-0.0273043,-0.8322617,-0.3546657,-0.5356036,-0.3805971
"570",2018,"Southern Africa","Namibia",1,32,1,32,0.3381373,0.106442,0.6988704,-0.076009,0.2446169
"571",2019,"Southern Africa","Namibia",4,46,4,46,0.3724811,0.0966495,0.5339198,-0.1089083,0.3099801
"572",2020,"Southern Africa","Namibia",0,92,0,92,0.3724811,0.0966495,0.5339198,-0.1089083,0.3099801
"573",2021,"Southern Africa","Namibia",0,28,0,28,0.3724811,0.0966495,0.5339198,-0.1089083,0.3099801
"574",2018,"Southern Africa","South Africa",77,947,77,947,-0.0230474,0.3403786,-0.2191116,0.1297619,-0.1027109
"575",2019,"Southern Africa","South Africa",176,1572,176,1572,0.0849239,0.3673802,-0.2179309,0.1561717,-0.0764077
"576",2020,"Southern Africa","South Africa",162,1836,162,1836,0.0849239,0.3673802,-0.2179309,0.1561717,-0.0764077
"577",2021,"Southern Africa","South Africa",25,145,25,145,0.0849239,0.3673802,-0.2179309,0.1561717,-0.0764077
"578",2018,"Southern Africa","Zambia",15,50,15,50,-0.6562852,-0.5592093,0.0938291,-0.4842296,-0.3450496
"579",2019,"Southern Africa","Zambia",10,37,10,37,-0.6403451,-0.6752145,-0.1022162,-0.5542691,-0.4620693
"580",2020,"Southern Africa","Zambia",38,98,38,98,-0.6403451,-0.6752145,-0.1022162,-0.5542691,-0.4620693
"581",2021,"Southern Africa","Zambia",3,4,3,4,-0.6403451,-0.6752145,-0.1022162,-0.5542691,-0.4620693
"582",2018,"Southern Africa","Zimbabwe",23,300,23,300,-1.234743,-1.19886,-0.7134061,-1.503522,-1.273343
"583",2019,"Southern Africa","Zimbabwe",37,179,37,179,-1.238796,-1.205337,-0.9201785,-1.463199,-1.257009
"584",2020,"Southern Africa","Zimbabwe",20,161,20,161,-1.238796,-1.205337,-0.9201785,-1.463199,-1.257009
"585",2021,"Southern Africa","Zimbabwe",1,3,1,3,-1.238796,-1.205337,-0.9201785,-1.463199,-1.257009
"586",2018,"Western Africa","Benin",23,23,23,23,-0.3859641,-0.5659866,-0.1326304,-0.3369086,-0.6751398
"587",2019,"Western Africa","Benin",35,60,35,60,-0.3237639,-0.4406517,-0.3478641,-0.3759647,-0.6641259
"588",2020,"Western Africa","Benin",42,73,42,73,-0.3237639,-0.4406517,-0.3478641,-0.3759647,-0.6641259
"589",2021,"Western Africa","Benin",10,10,10,10,-0.3237639,-0.4406517,-0.3478641,-0.3759647,-0.6641259
"590",2018,"Western Africa","Burkina Faso",295,378,295,378,-0.1129444,-0.5783429,-1.049443,-0.3715874,-0.4456363
"591",2019,"Western Africa","Burkina Faso",2220,891,1000,891,-0.1886562,-0.7585109,-1.188618,-0.376492,-0.4262591
"592",2020,"Western Africa","Burkina Faso",2298,872,1000,872,-0.1886562,-0.7585109,-1.188618,-0.376492,-0.4262591
"593",2021,"Western Africa","Burkina Faso",147,89,147,89,-0.1886562,-0.7585109,-1.188618,-0.376492,-0.4262591
"594",2018,"Western Africa","Gambia",3,9,3,9,-0.4623365,-0.6234712,-0.0659801,-0.6283253,-0.4308292
"595",2019,"Western Africa","Gambia",2,18,2,18,-0.2852226,-0.630676,0.1114135,-0.6649198,-0.3715761
"596",2020,"Western Africa","Gambia",3,29,3,29,-0.2852226,-0.630676,0.1114135,-0.6649198,-0.3715761
"597",2021,"Western Africa","Gambia",0,2,0,2,-0.2852226,-0.630676,0.1114135,-0.6649198,-0.3715761
"598",2018,"Western Africa","Ghana",19,91,19,91,-0.1158941,-0.2102704,-0.017135,-0.0917172,0.0715621
"599",2019,"Western Africa","Ghana",48,187,48,187,-0.0790386,-0.210104,0.098347,-0.1110496,0.0468897
"600",2020,"Western Africa","Ghana",48,290,48,290,-0.0790386,-0.210104,0.098347,-0.1110496,0.0468897
"601",2021,"Western Africa","Ghana",0,5,0,5,-0.0790386,-0.210104,0.098347,-0.1110496,0.0468897
"602",2018,"Western Africa","Guinea",27,126,27,126,-1.04368,-0.9709232,-0.8744907,-0.7763806,-1.211245
"603",2019,"Western Africa","Guinea",41,214,41,214,-0.9049651,-0.7787458,-0.8306405,-0.7698209,-1.209028
"604",2020,"Western Africa","Guinea",145,664,145,664,-0.9049651,-0.7787458,-0.8306405,-0.7698209,-1.209028
"605",2021,"Western Africa","Guinea",5,28,5,28,-0.9049651,-0.7787458,-0.8306405,-0.7698209,-1.209028
"606",2018,"Western Africa","Guinea-Bissau",0,8,0,8,-1.533915,-1.48785,-0.6762453,-1.202787,-1.233773
"607",2019,"Western Africa","Guinea-Bissau",1,12,1,12,-1.453986,-1.514441,-0.562632,-1.233335,-1.264045
"608",2020,"Western Africa","Guinea-Bissau",8,22,8,22,-1.453986,-1.514441,-0.562632,-1.233335,-1.264045
"609",2021,"Western Africa","Guinea-Bissau",0,4,0,4,-1.453986,-1.514441,-0.562632,-1.233335,-1.264045
"610",2018,"Western Africa","Ivory Coast",10,64,10,64,-0.4993051,-0.5705186,-0.8890731,-0.2004344,-0.579603
"611",2019,"Western Africa","Ivory Coast",45,228,45,228,-0.5250723,-0.482588,-0.962356,-0.2428631,-0.5669066
"612",2020,"Western Africa","Ivory Coast",132,450,132,450,-0.5250723,-0.482588,-0.962356,-0.2428631,-0.5669066
"613",2021,"Western Africa","Ivory Coast",4,20,4,20,-0.5250723,-0.482588,-0.962356,-0.2428631,-0.5669066
"614",2018,"Western Africa","Liberia",1,23,1,23,-0.8520926,-1.340831,-0.2454872,-0.9571922,-0.9888872
"615",2019,"Western Africa","Liberia",11,79,11,79,-0.8775807,-1.375133,-0.2290139,-0.9789448,-0.9952112
"616",2020,"Western Africa","Liberia",2,121,2,121,-0.8775807,-1.375133,-0.2290139,-0.9789448,-0.9952112
"617",2021,"Western Africa","Liberia",0,7,0,7,-0.8775807,-1.375133,-0.2290139,-0.9789448,-0.9952112
"618",2018,"Western Africa","Mali",1578,685,1000,685,-0.6976493,-1.004638,-2.077425,-0.5552012,-0.7976651
"619",2019,"Western Africa","Mali",1875,819,1000,819,-0.6966435,-1.056444,-2.153436,-0.573186,-0.8342336
"620",2020,"Western Africa","Mali",2849,1265,1000,1265,-0.6966435,-1.056444,-2.153436,-0.573186,-0.8342336
"621",2021,"Western Africa","Mali",259,149,259,149,-0.6966435,-1.056444,-2.153436,-0.573186,-0.8342336
"622",2018,"Western Africa","Mauritania",3,60,3,60,-0.807347,-0.7266325,-0.6199906,-0.810981,-0.6859097
"623",2019,"Western Africa","Mauritania",3,128,3,128,-0.8615845,-0.4982125,-0.5422166,-0.7593397,-0.5827179
"624",2020,"Western Africa","Mauritania",4,339,4,339,-0.8615845,-0.4982125,-0.5422166,-0.7593397,-0.5827179
"625",2021,"Western Africa","Mauritania",0,56,0,56,-0.8615845,-0.4982125,-0.5422166,-0.7593397,-0.5827179
"626",2018,"Western Africa","Niger",488,158,488,158,-0.5796463,-0.7660425,-1.354283,-0.6391519,-0.5802386
"627",2019,"Western Africa","Niger",719,370,719,370,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312
"628",2020,"Western Africa","Niger",1114,521,1000,521,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312
"629",2021,"Western Africa","Niger",178,55,178,55,-0.5541663,-0.8010617,-1.403038,-0.6687045,-0.5329312
"630",2018,"Western Africa","Nigeria",5147,1716,1000,1716,-1.046155,-1.022591,-2.090506,-0.8030536,-0.8808043
"631",2019,"Western Africa","Nigeria",5431,2222,1000,2222,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821
"632",2020,"Western Africa","Nigeria",7760,3344,1000,2500,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821
"633",2021,"Western Africa","Nigeria",1422,521,1000,521,-1.094948,-1.088634,-1.934674,-0.8609852,-0.8979821
"634",2018,"Western Africa","Senegal",13,74,13,74,-0.0249317,-0.2678156,-0.0929849,-0.1072984,-0.2082493
"635",2019,"Western Africa","Senegal",4,52,4,52,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603
"636",2020,"Western Africa","Senegal",3,94,3,94,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603
"637",2021,"Western Africa","Senegal",0,17,0,17,0.0484844,-0.0573694,0.0573639,-0.1122398,-0.1907603
"638",2018,"Western Africa","Sierra Leone",10,86,10,86,-0.4923064,-1.142948,-0.0768317,-0.8867556,-0.7694784
"639",2019,"Western Africa","Sierra Leone",13,125,13,125,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631
"640",2020,"Western Africa","Sierra Leone",31,81,31,81,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631
"641",2021,"Western Africa","Sierra Leone",0,5,0,5,-0.4113611,-1.126595,-0.0981833,-0.8819937,-0.7663631
"642",2018,"Western Africa","Togo",5,42,5,42,-0.7301584,-1.057791,-0.884303,-0.6515545,-0.5908771
"643",2019,"Western Africa","Togo",7,29,7,29,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967
"644",2020,"Western Africa","Togo",13,72,13,72,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967
"645",2021,"Western Africa","Togo",0,8,0,8,-0.7497168,-0.9173347,-0.805393,-0.6789817,-0.5887967
